Ganhou,TimePlayed,EyesCount,LaCount,Label
0,122.1,8,4,0
1,174.3,10,4,1
1,9.0,8,4,1
1,121.6,9,5,0
0,197.1,10,5,0
0,119.1,9,5,0
1,85.6,5,5,0
0,5.6,6,4,0
1,218.4,3,5,1
0,143.4,8,5,0
1,177.2,5,4,1
1,116.2,5,5,0
0,100.0,9,1,1
1,155.3,8,3,0
1,75.8,9,5,0
1,60.3,7,4,0
1,118.9,3,3,1
1,176.5,1,5,1
1,17.1,10,0,1
0,45.1,5,1,1
1,82.4,8,5,0
1,174.3,8,5,0
1,80.0,7,1,1
1,60.1,9,4,0
0,7.1,5,1,1
1,153.3,6,1,1
0,170.8,7,2,1
1,229.5,5,4,0
0,30.8,8,5,0
0,79.5,2,0,1
0,186.6,9,4,0
1,136.9,10,4,0
1,83.5,3,3,1
1,210.2,5,5,0
0,128.9,10,3,0
0,203.4,7,5,0
1,33.0,0,2,1
0,135.9,5,5,0
1,108.5,9,3,0
1,176.0,10,4,0
1,200.1,5,2,1
0,89.2,8,5,0
1,94.3,8,3,1
1,123.8,7,4,0
0,214.9,8,3,0
1,10.5,10,5,1
0,95.4,6,3,0
1,170.6,8,1,1
1,64.1,6,5,0
1,237.2,5,5,1
1,22.5,0,1,1
1,246.6,0,5,1
0,65.2,5,5,0
1,173.2,7,3,0
0,141.6,7,2,1
1,245.1,7,5,1
1,121.4,4,4,1
0,39.6,5,4,0
1,62.3,6,4,1
0,47.6,7,4,0
1,84.1,3,3,1
1,18.8,6,3,1
0,71.8,10,4,0
1,169.0,3,2,1
0,19.7,6,5,0
1,48.4,0,2,1
0,219.1,8,4,1
0,55.0,1,4,1
0,43.2,10,5,0
0,25.8,1,3,1
0,163.5,7,5,0
1,46.2,4,5,1
1,159.8,5,4,0
0,195.2,6,5,0
0,238.8,8,5,0
0,108.1,1,4,1
1,213.9,9,4,1
0,208.3,0,5,1
1,126.1,8,5,0
0,9.0,5,4,0
1,240.3,6,4,0
0,220.4,3,5,1
1,180.7,0,0,1
1,217.9,3,2,1
1,30.6,8,4,0
0,209.9,10,3,1
1,76.3,9,3,1
0,104.5,5,4,0
1,177.8,7,5,0
1,182.3,3,0,1
0,156.5,10,2,1
1,74.8,6,0,1
1,17.4,0,0,1
0,102.1,8,4,0
1,59.0,8,5,1
1,87.9,9,0,1
0,60.8,5,3,0
0,217.0,8,5,0
0,46.6,10,5,0
0,52.7,9,5,0
0,163.5,8,4,0
0,201.1,8,4,1
1,82.2,6,0,1
1,237.7,5,0,1
1,39.9,9,4,0
1,139.7,3,3,1
1,67.8,9,4,0
0,89.5,5,4,0
1,183.6,9,4,0
1,141.5,2,2,1
1,95.9,8,3,0
1,47.6,10,3,0
1,220.1,5,5,1
1,74.5,5,4,1
0,149.3,5,5,1
0,228.1,6,4,0
0,2.4,8,5,0
1,10.9,0,1,1
1,174.1,5,3,0
0,34.9,7,5,0
0,47.8,8,5,1
0,221.9,8,5,0
0,215.0,7,1,1
1,62.2,1,5,1
1,182.9,10,5,0
0,151.7,5,5,0
0,187.9,8,3,0
0,168.9,6,5,0
0,167.0,10,5,0
1,64.4,2,2,1
1,200.6,9,4,0
1,19.0,2,5,1
1,181.6,5,3,0
1,206.2,7,5,0
1,208.4,4,4,1
1,249.3,3,2,1
1,16.1,3,5,1
0,171.5,3,3,1
0,84.5,7,3,0
0,23.8,0,3,1
0,213.7,9,5,0
1,238.0,2,0,1
1,239.1,4,2,1
1,164.0,4,0,1
0,236.5,8,3,0
0,210.3,5,4,0
0,65.3,8,5,0
1,209.3,8,5,0
0,126.6,8,3,1
1,193.8,10,5,1
1,101.7,6,4,1
0,209.6,3,5,1
1,120.7,5,1,1
1,183.0,7,3,1
0,128.2,7,3,0
1,103.5,9,1,1
0,145.8,10,5,1
1,244.4,10,4,0
1,211.1,1,4,1
1,184.4,2,4,1
1,170.6,9,2,1
0,241.1,2,5,1
0,176.6,10,5,1
0,187.1,5,4,0
1,168.1,3,0,1
0,110.1,9,4,0
0,197.4,10,4,0
0,6.5,7,5,0
0,232.7,9,5,0
1,53.7,7,5,0
1,59.9,6,3,1
1,158.9,5,3,1
0,221.9,5,5,0
0,123.0,10,5,0
0,160.8,5,4,0
1,112.2,10,3,1
0,2.3,9,3,0
1,218.1,7,2,1
1,179.0,7,5,0
1,65.8,8,0,1
0,41.5,7,3,0
0,194.5,10,5,0
0,142.2,10,4,0
1,193.9,4,1,1
0,61.4,4,0,1
1,38.2,7,5,0
0,107.9,7,5,0
0,23.6,9,4,0
1,119.0,10,1,1
1,50.6,10,4,0
0,99.3,9,4,0
0,43.5,5,5,0
1,243.6,8,3,1
1,23.0,10,0,1
1,182.3,6,4,1
1,105.5,7,5,1
0,82.9,10,5,0
1,239.7,5,4,1
1,145.9,10,5,0
0,100.9,7,5,0
1,64.5,8,2,1
0,158.5,8,4,0
0,84.2,9,3,1
1,99.6,6,2,1
1,245.5,5,4,0
1,42.7,1,3,1
1,113.0,3,1,1
0,92.3,9,3,0
1,243.4,9,2,1
1,232.6,8,3,0
0,109.2,10,1,1
0,150.2,10,3,0
0,63.4,6,4,1
0,51.4,9,3,0
0,119.6,9,4,0
0,55.5,9,4,0
0,183.3,8,3,0
0,137.0,9,3,0
1,32.5,10,4,0
0,54.7,8,5,0
0,46.9,2,3,1
0,33.2,5,4,0
1,197.4,3,4,1
0,75.6,7,3,0
1,218.9,9,5,0
0,103.7,6,5,0
1,98.5,5,5,0
0,170.1,10,5,0
1,116.9,5,0,1
1,12.4,8,5,1
1,86.9,9,1,1
0,122.8,7,4,0
0,141.4,4,3,1
1,95.6,9,3,1
0,182.4,6,3,1
0,92.2,10,3,0
1,157.0,3,1,1
1,40.2,0,1,1
1,83.1,1,4,1
0,243.7,6,5,0
1,178.0,6,5,0
0,168.3,10,3,1
0,153.9,6,5,0
1,155.0,10,4,0
0,54.3,3,4,1
1,140.0,1,2,1
1,160.3,9,3,1
0,124.4,1,2,1
1,61.1,5,5,0
1,43.2,2,1,1
0,215.7,8,4,1
0,186.9,8,4,0
1,246.6,10,5,1
1,57.3,10,5,0
1,63.7,0,2,1
0,56.6,0,2,1
0,241.7,9,5,0
0,148.4,10,5,0
1,215.8,1,4,1
1,27.3,3,1,1
1,118.8,8,3,0
0,71.8,7,1,1
1,96.5,3,5,1
0,86.4,10,5,0
0,204.4,8,3,0
0,193.4,9,5,0
1,152.5,5,2,1
1,247.7,8,3,0
1,22.3,2,4,1
0,107.3,7,0,1
0,32.6,10,4,0
1,171.8,3,5,1
0,33.1,5,4,0
0,200.5,7,4,0
0,126.5,7,4,0
1,37.6,3,0,1
0,240.9,0,0,1
0,120.6,5,4,1
1,161.8,1,4,1
0,117.2,6,3,0
0,188.0,1,4,1
1,178.7,10,4,0
0,105.2,8,4,0
0,29.7,7,4,0
1,90.4,8,1,1
1,106.2,3,5,1
1,4.1,3,1,1
1,58.7,9,3,1
0,150.1,10,4,1
1,79.1,2,1,1
0,35.4,6,5,0
1,207.3,10,5,0
1,18.8,6,5,1
1,157.0,1,1,1
0,239.3,10,4,0
1,120.5,8,4,1
0,5.1,10,5,0
0,30.0,10,3,0
1,170.6,8,5,0
0,18.3,9,5,0
1,203.8,5,2,1
1,60.1,0,5,1
1,76.6,6,2,1
1,12.3,9,3,0
0,75.3,10,3,0
1,29.9,1,4,1
1,240.3,4,2,1
1,116.8,0,3,1
1,63.7,2,1,1
1,105.7,5,0,1
1,173.7,9,5,0
1,82.6,9,5,0
1,105.9,9,0,1
1,42.4,10,5,0
0,237.9,8,5,0
1,112.0,6,3,1
0,136.0,10,4,0
1,169.5,10,4,0
0,198.0,10,5,0
1,64.6,5,4,0
0,204.2,10,0,1
0,110.7,9,3,0
1,246.9,9,4,0
1,6.0,0,1,1
0,232.6,5,4,1
1,66.2,5,0,1
0,37.7,7,5,0
0,30.4,8,5,0
0,193.6,6,5,0
1,165.8,5,4,1
0,124.4,7,5,0
1,218.1,9,4,0
0,47.5,6,3,0
1,79.8,1,4,1
0,0.6,9,3,0
1,167.5,0,1,1
1,65.4,8,5,0
0,165.4,9,2,1
0,53.0,5,5,0
1,6.4,9,2,1
0,240.1,6,5,0
0,24.6,10,5,0
0,157.7,8,5,0
0,239.6,6,4,0
1,174.0,10,5,0
1,136.9,8,5,0
0,121.2,5,2,1
0,215.9,7,5,1
0,89.0,7,5,0
1,241.6,10,3,1
0,68.2,7,4,0
0,234.4,8,5,0
0,97.2,7,2,1
0,7.4,1,5,1
1,93.2,6,3,0
0,242.0,9,5,0
0,112.7,2,4,1
0,62.9,2,3,1
1,136.0,9,1,1
0,120.4,9,4,0
0,1.5,8,3,0
1,18.9,10,3,0
0,124.2,10,4,0
0,62.3,7,4,1
0,95.9,4,3,1
1,138.2,5,1,1
1,123.2,9,2,1
1,228.9,6,5,0
1,143.1,2,1,1
0,233.9,8,4,0
1,195.7,10,2,1
1,24.5,8,2,1
1,183.7,4,3,1
0,90.2,7,5,0
0,195.5,5,4,1
1,74.4,9,5,0
1,211.0,7,2,1
0,216.9,5,4,0
0,134.7,0,5,1
1,128.6,10,5,1
0,144.2,1,0,1
1,201.5,3,2,1
1,18.9,6,5,0
1,157.9,0,4,1
1,41.0,10,4,0
0,120.2,8,3,0
1,181.6,8,0,1
1,165.7,1,0,1
1,211.8,3,0,1
0,214.5,10,1,1
1,157.0,1,4,1
1,153.9,4,4,1
0,69.5,7,5,0
1,198.4,10,4,0
0,50.5,8,3,0
1,129.3,10,4,1
0,13.1,9,4,0
0,246.8,10,4,0
1,101.9,7,1,1
1,124.5,4,2,1
0,152.8,9,5,0
0,61.4,5,5,0
1,166.4,6,4,0
1,131.4,1,0,1
1,183.8,10,5,0
0,215.2,8,5,0
1,58.1,10,1,1
0,57.8,7,4,1
0,60.8,6,4,0
0,167.6,7,0,1
0,86.8,8,5,0
0,88.9,8,4,0
0,151.3,8,3,0
0,9.8,10,4,0
1,143.0,5,2,1
0,5.0,1,0,1
1,78.3,9,5,0
1,236.2,9,2,1
1,93.8,7,2,1
0,155.7,5,3,0
1,226.6,5,2,1
1,148.5,3,4,1
1,5.1,9,3,0
0,15.3,9,3,0
1,0.3,10,3,0
1,241.5,10,4,0
1,230.1,3,0,1
0,94.1,6,5,0
1,107.9,6,0,1
1,48.3,2,4,1
0,85.4,8,5,0
1,244.4,3,3,1
1,18.6,10,5,0
1,197.8,5,4,0
1,68.5,2,0,1
1,32.0,4,1,1
1,101.0,4,4,1
0,204.4,7,5,0
0,50.2,9,0,1
0,29.4,5,4,0
0,249.7,10,4,0
0,192.8,8,5,0
1,21.1,3,2,1
0,9.6,7,5,0
1,242.3,5,1,1
1,7.4,9,0,1
1,180.2,8,2,1
0,96.8,7,4,0
0,98.8,8,1,1
1,175.1,2,0,1
1,104.3,8,4,0
1,149.9,7,4,0
1,198.6,7,5,0
0,9.9,9,4,0
1,99.7,5,5,1
0,23.7,9,0,1
1,80.1,1,3,1
1,224.2,9,4,0
1,225.7,9,4,1
0,234.5,10,5,0
0,172.8,8,4,0
0,125.8,1,3,1
0,171.5,8,5,0
1,28.5,0,3,1
1,88.6,5,4,0
0,34.4,10,4,0
0,63.8,6,3,0
0,188.5,5,5,0
0,91.6,8,4,0
0,194.2,7,5,0
1,180.5,4,3,1
1,6.1,8,4,1
1,187.0,6,3,1
0,136.1,2,4,1
1,27.1,6,4,1
0,90.7,10,5,0
0,115.9,7,4,0
0,42.5,10,5,0
1,192.4,10,5,0
0,201.4,10,5,0
1,118.1,3,5,1
0,73.0,7,4,0
0,163.6,9,1,1
1,144.9,3,0,1
0,231.9,5,2,1
1,162.5,5,3,1
0,44.6,1,5,1
1,97.5,10,4,1
0,103.7,6,1,1
1,135.6,2,4,1
1,169.0,8,3,1
1,221.8,7,0,1
0,74.4,9,5,0
1,58.9,10,3,0
1,127.3,6,3,0
1,1.7,10,4,0
0,188.8,8,5,0
1,117.1,10,3,0
1,137.5,0,4,1
0,181.1,6,2,1
1,80.7,6,5,0
1,53.6,9,1,1
1,142.4,8,5,1
0,235.1,6,3,0
0,171.2,8,5,0
1,30.3,10,1,1
1,154.7,8,1,1
1,184.5,9,3,0
1,96.3,0,4,1
1,160.7,7,5,1
0,113.2,7,4,0
0,107.1,10,5,0
0,165.3,9,3,0
0,217.8,10,4,0
0,9.4,7,5,1
1,127.8,4,4,1
1,76.4,0,1,1
1,140.6,8,0,1
0,108.9,10,3,0
1,52.1,7,0,1
0,183.0,8,4,0
1,114.4,5,1,1
0,202.4,0,0,1
1,98.8,7,4,0
1,61.8,7,4,1
1,109.0,8,4,1
1,189.5,3,3,1
0,153.9,8,5,0
0,83.3,9,4,0
0,48.3,6,3,0
0,228.9,8,3,0
0,81.8,9,5,0
0,238.5,10,3,0
1,220.9,2,1,1
1,14.8,5,2,1
1,194.9,9,5,1
0,128.5,1,4,1
0,204.4,6,4,0
0,91.6,8,5,0
0,65.4,6,4,0
0,199.0,10,5,0
0,202.3,9,5,0
1,196.9,6,3,1
0,191.3,9,4,0
1,206.1,9,5,0
1,153.1,7,4,0
0,198.8,9,4,0
0,96.8,9,4,0
1,147.8,7,5,0
1,68.0,6,4,0
0,139.3,5,3,0
1,158.7,0,3,1
0,6.1,5,5,0
0,248.6,9,5,0
1,39.1,6,2,1
0,32.6,9,5,0
0,26.2,10,4,0
0,83.4,7,5,0
0,215.7,10,5,0
0,230.8,8,4,0
1,250.0,4,4,1
0,196.0,10,5,0
1,219.3,0,1,1
1,15.1,2,5,1
1,245.9,2,2,1
0,182.3,8,4,0
0,207.6,10,2,1
1,208.1,8,0,1
1,31.7,10,3,1
1,231.9,4,4,1
1,30.4,7,4,1
1,28.9,7,2,1
0,217.4,8,5,0
1,12.2,8,1,1
1,81.2,7,4,1
1,150.7,5,4,1
0,175.6,8,4,0
0,17.4,9,5,0
1,3.3,5,5,1
1,126.0,7,3,1
0,111.5,6,2,1
0,119.6,8,4,0
0,230.6,8,4,0
1,119.9,5,2,1
0,144.0,3,5,1
1,3.7,2,2,1
0,156.4,8,5,0
0,214.4,6,5,0
0,145.2,8,4,1
0,232.5,8,2,1
1,92.2,8,4,1
1,14.2,9,1,1
1,124.6,3,4,1
1,82.9,5,3,0
1,187.7,10,3,0
1,111.1,0,1,1
0,223.1,0,4,1
0,202.3,0,4,1
1,94.4,10,5,0
1,89.8,8,2,1
1,124.8,10,5,1
1,70.1,9,4,0
1,13.1,6,5,1
0,66.7,6,5,0
1,223.5,5,4,0
0,132.7,9,4,0
0,160.7,6,5,0
0,104.6,2,1,1
0,175.7,8,3,0
0,179.3,6,5,0
0,130.2,10,3,0
0,157.6,5,5,0
1,95.0,10,4,0
1,94.8,5,4,1
0,11.2,5,2,1
0,161.5,10,5,0
0,58.8,8,5,0
0,28.0,2,0,1
1,63.4,8,4,1
0,89.4,7,5,0
0,48.5,10,5,0
1,16.3,2,1,1
1,22.0,3,5,1
0,236.2,9,4,1
1,117.0,4,1,1
1,117.6,8,4,0
0,89.9,7,3,0
1,113.0,6,5,1
0,85.2,6,5,0
0,192.9,10,4,0
0,115.8,8,3,1
1,10.3,2,4,1
1,225.4,8,2,1
1,220.1,9,5,0
0,111.7,8,0,1
1,70.4,10,4,0
1,80.7,4,4,1
1,161.0,1,2,1
1,168.5,3,5,1
0,214.0,6,3,0
0,122.3,10,3,0
1,87.0,8,1,1
0,13.4,8,4,1
0,111.7,1,3,1
1,216.8,8,3,1
1,172.8,8,4,1
1,143.9,7,5,0
0,86.9,0,4,1
1,18.6,5,5,0
0,194.5,9,5,0
1,3.3,8,2,1
1,136.8,10,4,1
1,2.7,6,5,0
0,239.9,7,4,0
1,93.1,2,3,1
0,47.5,9,3,0
0,213.5,9,3,0
1,146.6,5,2,1
0,46.2,6,5,0
0,99.2,10,4,0
1,59.6,8,4,0
1,212.5,5,1,1
1,145.7,3,5,1
1,160.6,10,2,1
0,129.8,10,5,0
0,174.9,8,5,0
0,107.8,5,5,1
1,19.7,6,1,1
0,6.3,9,4,0
1,28.6,6,2,1
1,110.0,0,1,1
0,224.4,6,5,0
0,193.7,10,3,1
0,177.5,0,0,1
1,43.2,4,0,1
0,27.8,3,0,1
1,50.7,7,3,0
1,137.6,9,0,1
1,212.6,5,3,1
0,133.7,4,1,1
1,17.3,10,4,1
0,198.0,5,5,0
0,93.5,9,4,0
1,30.8,6,1,1
1,1.1,10,3,0
1,50.5,4,3,1
0,42.8,7,5,0
0,38.5,10,4,0
0,6.7,8,3,0
0,225.0,8,4,0
0,72.4,2,3,1
1,130.5,1,2,1
1,154.2,10,4,1
0,146.0,7,5,0
0,139.3,8,4,0
1,38.3,5,0,1
1,121.5,10,5,0
1,238.8,5,5,0
1,56.5,9,5,1
1,3.8,6,2,1
0,61.8,5,3,1
0,41.6,7,3,0
0,164.9,8,5,1
0,95.8,9,4,0
1,14.7,0,2,1
0,240.2,8,4,0
0,146.2,6,5,0
0,166.7,8,0,1
0,122.9,8,4,0
1,119.1,10,4,0
0,16.7,10,3,0
0,108.3,1,0,1
0,184.4,6,5,0
1,202.6,7,4,1
1,151.4,3,2,1
1,237.7,7,5,0
0,92.6,10,4,0
0,220.5,8,3,0
0,135.5,6,3,0
1,21.3,1,2,1
0,203.8,1,2,1
1,22.3,7,5,0
1,39.7,2,4,1
1,219.9,7,0,1
0,109.0,9,5,0
0,104.6,9,5,0
1,237.0,3,3,1
1,38.9,6,3,1
1,146.7,9,2,1
0,11.1,7,5,0
0,125.3,6,5,0
0,210.7,8,5,0
1,68.1,2,2,1
1,51.6,10,4,0
1,157.9,7,4,0
1,198.2,10,5,1
0,204.8,6,3,0
1,77.5,5,5,1
1,21.5,1,5,1
0,55.4,9,5,0
1,29.1,6,5,1
0,216.8,8,5,0
1,148.2,10,1,1
0,34.1,7,4,0
1,109.3,9,3,0
0,203.8,9,4,0
1,43.4,4,3,1
0,116.0,9,4,0
1,18.0,3,4,1
1,206.8,0,1,1
1,7.2,10,4,0
0,22.6,6,5,1
0,186.8,10,5,0
1,208.5,9,5,0
0,92.2,10,5,0
1,20.7,6,0,1
1,175.6,1,3,1
1,135.9,4,0,1
1,20.6,8,3,1
0,227.0,0,0,1
0,38.0,9,4,0
0,46.7,10,4,0
1,36.8,0,5,1
0,218.8,6,4,0
0,8.9,10,4,0
0,194.8,5,5,0
1,208.2,2,3,1
1,142.2,10,0,1
0,236.7,5,1,1
0,27.6,8,1,1
1,8.2,4,0,1
1,171.2,6,0,1
0,116.5,10,2,1
1,63.9,1,4,1
1,242.4,1,1,1
0,197.7,9,5,0
1,80.0,6,3,1
0,158.7,9,4,0
1,1.6,10,3,1
1,102.5,9,4,1
0,159.1,10,5,0
0,59.2,6,3,1
1,75.2,6,4,1
0,152.7,5,5,0
1,174.7,4,2,1
0,162.8,10,0,1
1,112.1,0,2,1
0,26.5,8,3,0
1,15.5,5,5,1
0,21.4,7,5,0
1,47.6,9,5,1
1,26.1,7,2,1
1,50.5,4,3,1
1,178.2,10,4,0
0,71.1,10,4,0
0,43.2,5,4,0
1,130.1,8,0,1
1,160.2,1,3,1
0,184.3,9,5,0
1,73.1,8,5,1
0,98.1,7,2,1
0,57.5,10,3,0
1,203.0,4,1,1
1,37.7,3,0,1
0,96.7,6,4,0
1,69.3,8,4,0
0,246.4,10,3,0
1,146.9,0,4,1
1,43.6,0,5,1
1,199.1,9,3,0
0,110.6,6,3,0
0,136.7,0,3,1
0,154.2,8,3,0
0,195.9,2,3,1
1,209.6,4,5,1
0,123.1,10,1,1
1,157.6,10,4,1
1,102.2,6,3,1
0,164.3,10,3,0
0,84.6,10,3,0
1,135.8,10,4,0
0,219.1,6,0,1
1,100.6,0,1,1
1,22.8,4,5,1
1,249.4,5,4,0
0,177.1,6,5,0
0,95.1,7,4,0
1,238.1,2,2,1
0,11.8,9,4,1
1,32.7,6,0,1
1,162.7,3,3,1
1,230.5,7,3,0
0,207.3,9,1,1
0,243.8,4,3,1
1,245.8,4,4,1
1,196.1,10,5,0
1,57.8,8,3,0
1,125.0,2,1,1
0,221.3,9,5,0
1,150.1,1,5,1
0,134.1,2,0,1
1,81.7,9,1,1
1,225.5,7,3,0
1,203.5,5,3,0
1,11.3,7,1,1
0,200.3,6,5,0
1,164.7,6,5,1
1,181.0,5,0,1
1,120.7,5,1,1
1,191.0,10,5,0
1,247.4,7,3,1
1,145.0,10,3,0
1,137.9,4,3,1
0,226.1,9,5,0
1,118.5,1,1,1
1,249.9,10,5,0
0,245.6,10,3,0
1,90.9,10,3,0
1,200.6,5,5,0
1,193.1,9,0,1
1,148.5,3,4,1
1,2.9,4,4,1
1,163.7,10,5,0
0,110.1,10,4,0
0,232.2,5,5,1
1,181.4,7,2,1
0,144.1,8,4,0
0,142.9,2,0,1
0,243.4,5,5,1
0,129.8,2,4,1
1,117.4,8,4,1
0,167.4,3,4,1
1,210.2,2,4,1
0,162.9,3,1,1
1,56.9,3,0,1
0,103.9,8,5,0
1,22.6,9,2,1
1,222.6,8,0,1
1,200.6,5,3,0
0,42.5,7,3,0
1,87.9,10,0,1
1,141.9,2,0,1
0,231.0,10,4,0
0,14.9,6,4,0
0,78.0,7,4,0
0,147.3,9,5,0
0,110.9,9,2,1
1,41.1,8,4,0
0,27.5,8,5,0
1,178.7,7,5,1
0,233.8,8,5,0
0,142.9,3,3,1
1,121.8,8,4,1
1,132.9,10,4,1
0,131.4,7,4,0
0,86.1,10,5,1
1,195.1,4,4,1
0,249.1,6,4,0
1,96.1,5,0,1
0,124.8,7,5,0
0,45.1,9,5,0
0,107.2,9,5,0
1,121.3,8,0,1
1,16.2,1,2,1
0,171.6,6,3,0
0,207.5,7,4,0
1,198.3,10,4,0
0,105.6,4,5,1
0,137.2,4,1,1
1,147.2,8,1,1
0,244.6,10,3,1
0,66.3,10,4,0
1,16.5,4,3,1
1,142.2,10,5,0
1,245.0,10,4,1
1,32.5,7,5,0
1,46.4,9,1,1
1,88.5,9,5,0
1,50.4,3,5,1
0,180.4,4,1,1
1,191.4,5,5,1
0,132.1,5,3,0
1,75.3,10,3,1
1,100.0,5,0,1
0,136.4,6,1,1
0,194.9,0,5,1
1,59.6,1,2,1
1,151.3,10,5,1
1,127.1,9,5,0
1,167.5,5,5,0
1,115.6,7,5,0
1,202.1,9,5,1
1,113.1,4,4,1
1,86.8,1,3,1
0,126.8,8,3,0
0,25.7,0,3,1
0,8.2,7,5,0
0,217.3,6,2,1
1,57.9,3,5,1
1,180.5,7,4,0
0,127.5,7,4,0
0,14.0,9,4,0
0,23.8,10,5,0
0,123.8,8,5,0
1,163.8,8,2,1
0,61.5,4,2,1
0,167.0,10,4,0
1,198.9,7,3,0
0,239.5,9,5,0
0,80.0,9,2,1
1,132.7,9,0,1
0,116.3,6,4,0
0,68.8,8,4,0
0,15.0,8,4,0
1,93.1,9,4,0
1,195.4,2,4,1
0,117.4,9,3,0
0,15.6,8,5,0
1,76.2,6,5,1
0,106.9,10,3,0
1,41.1,0,5,1
0,231.5,10,3,0
0,244.6,10,4,0
0,31.7,8,5,0
0,197.5,4,0,1
0,97.8,9,3,0
1,101.2,5,5,0
1,83.6,9,3,0
1,101.8,0,0,1
0,151.4,1,4,1
0,155.6,10,3,0
1,109.4,2,3,1
0,25.3,3,5,1
1,24.4,9,4,1
1,177.3,10,2,1
0,90.3,8,4,0
1,231.9,10,5,1
1,162.9,9,0,1
1,23.8,3,4,1
1,206.8,5,1,1
1,34.9,6,4,1
0,102.7,9,5,0
1,198.2,7,0,1
0,26.7,5,5,0
0,201.0,8,5,0
0,95.1,10,3,0
1,71.2,5,2,1
1,34.4,7,3,0
0,243.9,9,5,0
1,77.6,1,4,1
1,123.1,7,1,1
0,19.9,10,3,0
1,121.8,4,3,1
1,189.7,10,1,1
0,15.4,6,2,1
1,221.6,9,2,1
0,224.2,5,4,0
0,165.6,7,5,0
0,237.7,8,4,0
1,183.1,10,5,1
1,49.2,10,2,1
1,47.9,7,5,1
0,183.9,8,4,0
0,216.4,10,5,1
0,212.6,2,1,1
0,157.6,8,5,0
0,44.3,2,2,1
0,1.9,8,3,0
0,208.7,9,5,0
1,204.1,8,4,1
1,205.0,9,2,1
0,115.4,10,4,0
0,247.6,6,5,0
0,241.6,7,3,1
0,93.0,1,5,1
0,219.3,0,2,1
0,92.3,2,4,1
0,16.9,10,5,0
1,119.6,9,5,1
0,225.3,7,5,0
1,124.8,10,0,1
1,67.6,10,5,1
0,99.0,9,4,0
1,48.1,6,5,0
0,168.5,10,3,0
0,153.2,0,0,1
1,89.4,9,3,0
1,185.6,6,4,1
1,47.4,5,1,1
0,37.5,8,1,1
1,154.7,9,4,0
0,11.2,9,5,0
0,89.4,9,5,0
0,18.1,7,5,0
1,106.4,9,5,0
0,165.8,1,4,1
1,182.7,0,0,1
1,154.0,7,3,0
0,58.9,10,5,0
1,221.2,6,5,0
0,25.4,7,4,1
1,168.2,6,5,0
1,245.2,9,5,0
0,235.5,10,5,0
0,138.2,9,4,0
1,161.9,9,4,0
1,126.6,0,5,1
1,164.6,5,4,1
1,182.8,8,3,0
0,207.9,6,5,0
0,10.5,7,5,0
1,153.0,5,4,1
0,143.0,5,5,0
0,196.8,10,5,0
0,29.5,5,5,0
0,100.6,9,5,0
0,25.6,5,5,0
0,127.8,9,3,0
1,155.3,1,3,1
1,16.5,7,5,1
1,90.5,10,5,1
1,26.1,9,3,0
0,196.2,10,4,0
0,128.8,5,3,0
1,8.1,0,4,1
1,143.5,8,3,1
0,184.9,7,3,0
0,164.7,9,4,0
1,1.5,10,5,0
0,198.2,5,1,1
1,6.2,9,2,1
0,34.2,7,5,0
1,86.1,2,2,1
1,239.5,8,5,0
0,206.7,4,2,1
0,204.1,7,5,0
1,112.7,9,0,1
1,219.9,10,3,1
1,206.2,8,5,0
1,26.1,5,5,1
0,106.7,10,5,0
1,42.0,6,3,1
1,210.2,9,5,1
0,225.6,10,5,0
1,118.8,5,4,1
1,156.4,9,4,1
0,22.0,8,3,0
0,55.4,10,3,0
0,145.9,8,0,1
0,16.3,5,0,1
1,204.8,9,0,1
0,148.9,5,5,0
0,29.0,6,4,0
0,59.4,7,4,0
0,163.5,2,4,1
0,115.1,10,3,0
0,59.0,10,4,0
1,232.7,7,2,1
0,249.6,8,4,0
1,241.9,10,5,0
1,10.8,7,4,1
1,25.9,4,2,1
1,171.3,9,5,0
0,244.6,2,5,1
1,60.8,9,5,0
0,128.3,9,5,0
1,117.3,8,4,1
0,225.4,9,3,0
0,156.4,5,1,1
1,175.3,6,2,1
1,236.5,7,2,1
1,83.4,2,2,1
0,108.0,9,4,0
0,68.7,8,4,0
1,49.6,4,1,1
0,210.9,5,5,0
0,20.9,7,5,0
0,122.0,8,4,0
0,76.3,9,5,0
0,34.8,9,3,0
1,89.0,7,4,1
1,146.2,7,5,1
1,187.0,2,2,1
1,134.6,10,3,0
0,10.3,8,3,0
0,21.5,10,5,1
1,164.8,0,3,1
1,127.6,8,4,0
1,197.8,4,5,1
1,169.3,0,0,1
1,204.9,9,5,0
1,100.9,8,5,0
0,85.5,8,0,1
0,100.4,9,3,0
1,213.4,2,3,1
1,140.3,6,2,1
0,167.5,10,5,0
0,84.6,9,5,0
1,31.0,3,1,1
1,97.3,7,3,1
0,161.0,10,5,0
1,176.3,9,5,0
1,209.3,10,2,1
0,5.9,9,4,0
0,77.1,2,2,1
1,240.4,7,1,1
0,48.2,3,0,1
1,91.7,10,5,0
0,242.2,10,5,0
0,211.9,7,4,0
1,179.1,9,2,1
1,207.2,2,5,1
0,190.7,6,5,0
1,191.7,1,3,1
0,100.0,10,3,0
0,162.9,10,4,0
0,63.5,10,4,0
0,76.1,9,3,0
0,211.2,7,5,0
1,245.4,2,1,1
0,76.5,10,4,1
1,169.4,6,3,0
0,174.1,10,5,0
0,186.2,8,5,0
